year,country,Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",GDP per person employed (constant 2021 PPP $),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Ratio of female to male labor force participation rate (%) (modeled ILO estimate),"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)","Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)","Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
2015,ZWE,66.4810597705241,48.034,0.961049384640336,74.962503092681,62.658,74.0014339780184,25.037496907319,1.63409963424485,9610.67677570015,7.89956550544963,25.6193747240263,44.955,60.164,52.206,61.742,74.249,67.394,82.6561560741024,73.196,66.219,5356449.0,7.123,,7.991,24.114,12.888,18.762,5.119,,5.377
2016,AFE,57.6702808999887,45.4667268645022,2.52396199355463,72.9953462311197,64.1639063671507,70.4713842375522,27.004653333992,22.5125854491321,11124.7567845564,10.1057944761172,32.2239241795779,48.5164924109616,53.4443231387756,50.9829854059944,64.669928320386,76.318505572386,70.3851251260918,84.9756999123733,75.4638673059207,69.1383107261612,247774677.0,13.0924937426406,,13.7002363003171,27.5681038447764,16.9768050459142,22.2671429375595,6.6556312973769,,7.19466599460041
2016,AFG,44.3694895501554,33.333,2.4849601701917,83.8253751377221,42.449,81.3404274934152,16.1746248622779,24.8049093451618,12860.513368789,19.2959876584963,36.3345227913483,18.985,58.513,39.19,20.952,75.632,48.429,27.1056064334799,74.361,47.235,8883595.0,13.803,,14.947,67.647,18.183,42.362,9.399,,10.133
2016,AFW,43.384869008089,48.8662480707616,10.4184896201071,83.0516127549938,69.2147709036069,72.6331225353022,16.9483872450063,15.0830163970248,12137.175542392,13.0977738921956,43.5173570997131,49.1609395126326,56.6864839557676,52.973897199054,67.4178906435102,78.8245301236873,73.1417626627672,85.2865400782277,78.2067059217597,72.2171522000035,174014825.0,7.64125550381859,,7.82307373111408,28.810040990753,15.6483199596412,22.1417148781708,4.21273549447645,,4.15757437388452
2016,AGO,56.1643606649632,36.435,4.93115621849018,63.9494072506647,63.319,59.0182510321746,36.0505927493353,5.16257893063302,27078.6580594013,7.47944675739682,36.35619257764,55.331,55.894,55.612,74.784,78.661,76.686,94.2285071344551,78.212,75.899,12119717.0,35.448,,34.482,32.357,22.755,27.574,15.788,,16.575
2016,ALB,40.0408946446906,20.268,2.70196759562928,58.6042297446446,48.477,55.9022621490153,41.3957702553554,23.7599110042976,34415.011506334,19.3798286902694,40.5793641215085,26.346,36.811,31.628,58.442,74.158,66.179,76.6623127160968,65.075,57.314,1341701.0,37.257,36.613,35.918,27.608,27.178,27.391,16.162,15.418,15.418
2016,ARB,18.2794716686345,20.1083996920857,5.61429650200183,28.2012594293759,41.7032967692961,22.5869612822564,71.7987448655752,5.15447491393066,60547.0854789989,25.4479326607667,56.2725964953821,13.8212417123335,40.8422670014969,27.809284818703,21.9299843293251,72.8652382809462,48.8816494828635,31.6114002883278,70.3553712171188,46.7820073140112,129257516.0,25.4536099696881,,28.3802242645208,44.6106677052431,20.0530116390797,31.8977791755447,8.40301587354769,9.67881987563812,10.8562902038262
2016,ARE,1.83619883089356,47.387,2.6061848656466,2.94555278642556,77.166,0.339367920778963,97.0544472135744,0.0142653893709567,109939.280825871,32.5705231171756,65.5932780519309,31.16,63.32,49.939,50.283,93.251,79.452,53.2818908886267,92.401,78.453,5831423.0,4.13,,5.11,19.09,5.313,11.045,1.052,1.64,1.64
2016,ARG,0.608956444450992,30.367,3.69769111012869,24.7836540433263,54.249,21.0859629331976,75.2163459566737,0.584466502317896,68102.8907306326,22.7021930969164,76.6888560384782,30.91,46.406,38.829,55.35,77.73,66.599,67.0660201837966,70.948,59.02,19497873.0,19.376,,21.793,23.39,15.655,19.437,7.288,,8.085
2016,ARM,51.7730765055054,27.428,0.576928417953709,63.7731875989426,51.09,63.1963433426837,36.2268124010574,0.230434720402226,32408.9146526656,15.2434503265053,32.9835573296841,39.498,45.717,42.627,65.413,77.473,70.9,80.3820741166331,69.62,62.016,1478604.0,28.739,36.323,35.656,28.468,30.716,29.599,17.742,17.617,17.617
2016,AUS,2.62122457246931,58.345,5.08965973286592,14.1969793601081,61.242,9.10732790133574,85.8030206398919,0.3470403070814,113420.627221093,19.6957351019153,77.6830403256154,66.358,67.198,66.788,71.639,82.344,76.969,83.9924750346545,70.698,64.952,12744765.0,13.815,12.64,12.642,9.016,8.379,8.69,5.651,5.711,5.711
2016,AUT,4.3481695322711,50.189,6.0250122356215,16.8299801792308,57.015,10.8049679436093,83.1700198207692,4.62178334417819,126264.898180619,25.5626276301898,70.0892028375391,54.788,58.407,56.663,71.772,80.247,76.04,83.4599957779185,66.318,60.696,4541001.0,12.345,11.428,11.424,9.105,12.597,10.914,6.476,6.064,6.064
2016,AZE,36.3368932341397,34.896,13.1352029377189,68.1853595364194,61.419,55.0501782403119,31.8146404635806,33.401143715882,42351.5613946701,14.3280236361024,49.3350831297579,39.222,40.907,40.068,67.593,71.797,69.598,91.7931646693298,67.59,64.652,4809412.0,10.956,,12.908,8.074,2.591,5.319,4.106,5.0,5.0
2016,BDI,86.310446378232,52.57,0.844257440392099,86.5796864883006,78.899,85.7354290479085,13.4203135116994,39.6592860553768,2175.5956664066,3.47415290629633,10.2154007154717,58.773,49.006,53.889,82.34,79.201,80.79,102.811774702906,78.847,79.976,4699696.0,3.39,,2.449,5.587,5.969,5.778,1.65,,1.347
2016,BEL,1.25136114184074,22.746,3.48270102600811,14.8308062731828,49.001,11.3481052471747,85.1691937268172,0.79757488991562,142399.079885692,21.2643760439036,77.4842628142556,26.153,30.692,28.472,62.864,72.31,67.62,81.3496452331932,58.771,53.164,5001167.0,21.711,20.123,20.108,9.711,10.054,9.886,8.06,7.83,7.83
2016,BEN,34.3832618517848,44.642,0.963422273993955,89.0653171304797,72.6,88.1019156279547,10.9346620980513,19.1922765031481,7198.70145755925,20.543959075221,45.0727790729943,50.083,42.547,46.258,73.977,75.559,74.764,96.4475030224123,75.271,73.919,4901776.0,3.084,,3.495,20.25,12.185,16.157,1.624,,1.784
2016,BFA,35.8201723334138,42.142,3.99812481410005,76.2622332918843,58.3,72.2641084777843,23.7377667081157,18.3988904663284,6785.45516445784,21.7074836566255,42.4723440099608,40.007,51.111,45.61,55.03,69.907,62.36,77.7226717712231,68.958,61.103,6458883.0,7.431,,7.604,49.616,29.832,39.634,4.544,,4.587
2016,BGD,42.6647475948154,33.872,2.97788721019718,60.4879190269243,53.65,57.5100318167271,39.5120826423951,13.2590652014961,15254.5907780982,20.4595259069442,36.8757281675599,23.488,52.486,38.04,35.178,81.855,57.794,41.8012329348342,80.134,56.09,62629015.0,9.562,11.37,10.956,47.763,10.134,28.88,3.067,4.35,4.35
2016,BGR,6.75356376354627,19.783,4.12641424445563,11.5598089610768,49.272,7.43339471662118,88.4401579184441,0.657342147796826,58515.274332189,29.7897843194404,63.4566187965343,19.558,27.984,23.9,64.414,72.948,68.73,79.5389000670691,59.64,53.31,3266917.0,17.43,17.222,17.224,19.647,16.835,18.198,8.097,7.575,7.575
2016,BHR,1.03783954104648,40.813,1.68267366765257,2.67817250636034,71.117,0.995498838707772,97.3219505770767,0.41639126747631,95207.2941174683,35.3269157629265,63.635244696027,27.676,54.903,43.203,45.246,88.255,73.55,50.0402178659251,87.026,71.975,818877.0,2.758,,5.53,21.4,5.53,12.35,0.471,,1.192
2016,BHS,3.32804090974699,39.869,0.86190898406087,15.5102377466647,63.22,14.6478132668,84.4897622533353,0.318576406788049,63526.2864710962,11.9641421118832,84.7078169783698,43.6,64.479,53.993,74.358,86.28,80.096,83.7441099559115,79.159,72.417,222209.0,21.052,25.839,26.159,30.324,12.669,21.535,11.073,12.7,12.7
2016,BIH,17.9573142278728,13.877,4.33327709857355,24.3993050819472,37.36,20.0660279833736,75.6006949180528,3.33146083548102,46356.2238281864,31.2761581369304,50.7665276351967,23.762,38.578,31.506,49.523,72.697,60.975,62.8231826482555,62.426,50.086,1493951.0,53.707,54.313,55.954,25.408,28.626,27.09,22.309,25.408,25.408
2016,BLR,9.73826518676406,42.715,0.570237321618882,4.05745626575862,60.605,3.48719814925528,95.9425437342414,0.0296950950066284,49080.528117074,31.5459852876192,58.7157287307322,45.735,49.852,47.849,74.603,80.592,77.501,82.6035586187496,71.095,64.367,5091410.0,12.667,10.719,10.729,5.277,6.475,5.892,7.474,5.844,5.844
2016,BLZ,18.5629699686299,38.7,5.85108862884051,33.5287026368196,59.752,27.677614007979,66.4712973631804,4.01816934522422,29301.3467689214,15.7056939051438,65.7320021579428,32.561,59.91,46.374,51.267,81.618,66.471,61.8938372136996,79.331,64.25,161445.0,11.269,16.279,16.547,39.801,15.204,27.378,4.422,7.0,7.0
2016,BOL,29.7427846117773,40.59,4.60907901725321,69.6031439964857,65.003,64.9940446607773,30.3968560035143,15.4254664202986,21332.1154274953,20.8795290344629,49.3776660353045,36.959,49.958,43.538,58.497,79.377,69.038,73.2218434424648,77.735,67.359,5100033.0,6.081,6.814,6.772,16.906,4.826,10.792,3.101,3.498,3.498
2016,BRA,9.79792963215381,40.505,4.24823057041374,30.8982665139685,56.845,26.6500359435547,69.1017323759945,2.21296209579791,39749.3215088921,21.3696207701608,68.8324484876483,48.091,62.087,55.18,59.562,81.149,70.248,70.8525284617421,75.54,64.29,101885554.0,23.276,26.429,26.596,29.615,18.141,23.803,10.079,11.58,11.58
2016,BRB,2.86173727025336,32.294,0.693423752492105,17.3901654612396,60.616,16.6974693307333,82.6098345387604,0.0603926248235517,38154.8005898944,19.260881586798,77.8773811429486,42.956,44.536,43.749,73.796,78.99,76.296,89.3001999428735,70.02,66.065,149789.0,24.715,26.668,26.183,25.849,32.11,28.993,7.847,8.247,8.247
2016,BRN,1.36087299366622,28.993,3.07480985933406,8.95276371683667,59.811,5.87795385750261,91.0472362831633,0.392745402284232,171581.196120316,16.3396332002137,82.2994938061201,36.022,43.583,40.108,61.016,75.783,68.941,79.2619284294234,72.432,65.421,215000.0,27.07,,27.712,19.632,18.334,18.93,8.02,,8.574
2016,BTN,56.803070420194,25.105,0.184035239780108,72.7271647887157,61.258,72.5431295489356,27.2728352112843,34.7063747432412,29571.1248385128,10.57638649775,32.620543082056,28.772,28.094,28.401,57.745,71.723,65.401,78.754967647523,69.701,62.961,346258.0,10.095,,11.608,18.651,11.31,14.638,2.149,,2.705
2016,BWA,17.538961827529,23.839,2.400183508521,30.8387418871692,50.388,28.4385583786483,69.1612581128308,3.39450284033409,50977.8998168846,17.1507603459675,65.3104127592395,32.61,40.532,36.593,59.008,69.668,64.315,82.8764018657426,68.391,62.461,918682.0,32.974,,34.853,36.906,29.192,33.029,17.194,,19.329
2016,CAF,72.4995192244523,55.172,1.20432781606065,94.7017340170499,69.65,93.4974062009892,5.29832570662061,43.0624387085831,3023.32542171542,6.21693548290768,21.28354529264,57.135,64.582,60.851,66.278,82.187,73.846,79.6225820526494,82.508,73.696,1771652.0,8.42,,9.333,36.524,21.334,28.944,4.882,,5.491
2016,CAN,1.94745888181038,56.616,4.43109423166093,14.9480674223532,61.018,10.5169785717211,85.0519325776468,0.13905116427436,108654.79511996,19.5077843845451,78.5447567336445,65.195,64.385,64.775,74.47,82.068,78.288,86.321356662791,70.526,65.638,19857477.0,14.396,12.607,12.597,12.088,13.635,12.889,7.715,7.038,7.038
2016,CEB,10.2365106318874,26.118403116832,3.1147993600799,18.6700597211218,52.4553798556537,15.5552538189341,81.3299402709463,2.74622665257363,74077.2563876779,31.5144539127904,58.2490332892948,26.4936343226989,36.6769570538498,31.7081700554221,62.164944009092,75.2924918806948,68.7399113984876,75.7749034563978,64.2242878018518,56.0910207981199,48994542.0,17.4743887400605,17.6584050447082,17.7264875342109,13.9912861564636,11.4844514504361,12.7074850695597,6.52874188106408,6.48162116354963,6.48162116354963
2016,CHE,3.27134851570326,62.488,4.84160955409004,15.0059794708415,65.286,10.1643699167515,84.9940205291585,1.91160438463016,138992.791520271,20.5674030103187,76.161248473978,68.961,67.774,68.352,79.494,88.144,83.867,84.3915521287295,74.575,68.663,4894095.0,8.75,8.584,8.579,8.027,9.284,8.672,4.841,4.918,4.918
2016,CHI,2.60385505813802,40.056,4.68225684780064,15.863746325729,54.474,11.1814894779283,84.136253674271,1.07301719428765,,19.1296204770699,78.266524464792,46.469,51.092,48.852,64.892,79.856,72.403,77.3334332608859,66.715,59.028,81885.0,18.114,,18.006,13.115,10.931,11.99,7.469,,7.715
2016,CHL,8.27795635089375,29.672,3.99414365798662,25.3620158145667,58.007,21.3678721565801,74.6379724389193,1.1626934474656,60018.967279921,22.9930610992576,68.7289825498487,29.678,40.329,35.104,57.475,79.259,68.404,68.4442521431083,73.958,62.155,9121865.0,14.135,15.441,15.473,21.1,14.037,17.502,6.292,6.673,6.673
2016,CHN,27.4221255696103,46.86,4.14324115018138,48.2627374155942,65.739,44.1194962654128,51.7372625844058,11.8502614145648,28833.4940505689,29.6478206477479,42.9300536500257,49.254,55.167,52.411,69.85,81.75,75.948,82.68418956591,75.33,68.88,780932880.0,11.462,,10.593,14.681,10.196,12.286,5.047,,4.56
2016,CIV,42.7418774428241,47.038,1.80075869745908,73.8527182247721,65.562,72.0519595273131,26.1472817752279,12.8116749623222,14077.1274275355,12.2742651104529,44.9838676264822,42.215,53.639,48.017,59.417,75.986,67.933,77.5267871421718,75.036,66.829,10013267.0,1.273,2.048,2.04,37.648,14.241,25.759,1.561,1.896,1.896
2016,CMR,46.2382310038456,41.661,2.63439862087256,75.3768951951554,67.742,72.7424855235821,24.6231048048446,11.4714449896123,12355.6086635185,14.2208482517792,39.5409207443752,40.181,48.735,44.461,64.85,76.855,70.828,84.10111991617,76.345,70.219,9380145.0,5.857,,6.299,25.658,12.266,18.957,3.08,,3.528
2016,COD,58.3291226601676,32.797,2.68204826942643,84.3408556146108,63.029,81.6588038510914,15.6591443853892,20.5068978461048,3676.16167173053,9.20390551539426,32.4669683303452,39.039,32.639,35.843,63.33,69.696,66.478,89.6466603519045,69.678,66.014,29975111.0,10.815,,8.496,27.922,19.599,23.765,5.345,,4.521
2016,COG,31.5886252286347,25.707,1.1296920203166,76.4089724375308,54.414,75.2792804172142,23.5909668361336,3.92140311841878,25377.4582603396,24.2161444606651,44.1951695843647,45.078,42.914,43.992,67.495,70.745,69.118,95.2305997166693,69.883,68.208,2064177.0,42.858,,41.565,32.039,25.978,28.997,18.961,,20.223
2016,COL,16.299959643838,40.912,3.84202479382563,51.3493573541124,60.492,47.5073325602867,48.6506426458876,3.56754243339825,36943.6403776327,19.0505451425421,64.6494997938222,42.121,57.79,50.06,59.273,82.348,70.67,69.5851772724961,78.636,66.418,23971867.0,14.52,18.272,18.274,28.795,13.668,21.131,7.07,8.922,8.922
2016,COM,37.5689522283849,15.193,0.858911776410908,58.2553763847119,44.3,57.3969683688737,41.7446236152881,4.28952127632779,12724.8088732945,17.5726800566227,44.8578639544197,14.008,19.582,16.779,36.569,58.788,47.626,61.0915799366494,57.458,46.196,207002.0,9.408,,9.454,29.927,20.59,25.285,3.743,,4.104
2016,CPV,14.7276084949215,25.289,4.18765214471586,40.3781583144464,52.026,36.1905061697306,59.6218416855536,10.8699529925292,21192.9781414876,20.0920213212457,65.1803701838328,31.871,40.233,36.213,56.399,69.142,62.946,78.3341125371379,66.307,59.171,216787.0,27.854,,30.167,33.078,30.43,31.703,11.71,,12.077
2016,CRI,14.9320783897327,33.38,3.46629118384808,28.3103850237754,54.861,24.8440938399273,71.6896149762245,2.04216872105012,51317.4677570728,17.9244956373205,67.1434259729468,33.079,51.748,42.604,51.218,79.086,65.028,62.2896898983473,73.879,59.687,2262369.0,17.725,21.249,21.65,25.459,15.635,20.447,6.755,8.085,8.085
2016,CSS,10.7232214298116,34.7855763235721,3.90562337965596,25.8182652474686,54.7698123039602,21.9126418673327,74.1818278436986,2.70930834607027,46337.477774562,19.3309440673126,69.9458345022559,37.901490597994,56.3300149200031,47.1743613989604,56.9407468435254,77.2567984347722,66.9695245182168,72.4035329603392,72.2650888929244,61.8514544101572,1213115.0,21.2122223942806,,25.7614070875035,36.8994446209344,23.7208093418294,30.2682424923319,9.78571974587605,,11.4492534254819
2016,CUB,18.4117537477096,38.125,5.07251962194188,25.6048328672824,53.919,20.5323132453405,74.3951671327176,1.39286956916001,,16.8445808153936,64.7436654368968,33.736,46.174,40.118,52.597,78.027,65.284,64.7150104446434,67.02,55.019,5176250.0,5.211,,4.968,19.291,9.024,14.023,1.881,2.0,2.0
2016,CYP,3.64348114026952,26.375,1.80735110807526,14.2828413466456,55.469,12.4753168715576,85.7171586533544,1.25899124669953,59367.1053011321,17.0502989714135,79.3060465213042,38.494,35.81,37.096,68.918,78.498,73.809,84.2427834231942,69.181,63.762,663048.0,25.859,29.129,28.902,17.018,15.101,16.02,12.677,13.006,13.006
2016,CZE,2.90148540355118,28.653,3.13960651385535,17.1596513706817,57.457,14.0200253130714,82.8403681730732,0.526430583318545,88651.4150091614,38.0713323603149,59.0271822361339,26.207,37.476,32.01,67.535,82.027,74.907,75.7544697113906,68.293,59.821,5344644.0,9.889,10.506,10.488,8.717,5.674,7.15,3.379,3.952,3.952
2016,DEU,1.30827804185967,45.711,4.7899244860093,10.526799358182,57.932,5.73687246572807,89.473200641818,0.395718155380325,120645.770615873,27.3817201800184,71.3100017781219,47.322,50.897,49.193,73.436,81.992,77.781,82.747791952895,66.235,60.411,43118037.0,7.837,7.093,7.079,7.429,6.038,6.701,4.433,4.104,4.104
2016,DJI,1.37133216846418,4.14,21.067662830632,52.5510634452009,24.032,31.4827980960414,47.4489365547991,1.47737542929445,32537.0840721336,5.51967222992107,93.1089956016147,12.185,18.483,15.351,18.802,49.08,33.783,37.9597604184242,47.416,32.472,224255.0,72.138,,73.032,28.082,17.741,22.883,22.094,,25.992
2016,DNK,2.33415846056554,52.303,2.78178697262625,8.78821935134158,58.046,6.00643237871533,91.2117806486584,0.426452254042822,131030.509424123,19.0482247718854,78.617616767549,61.221,57.926,59.535,74.655,80.118,77.414,87.5140351409583,65.906,61.744,2943425.0,13.481,12.175,12.147,5.907,7.496,6.72,5.639,5.989,5.989
2016,DOM,8.92700077835904,37.249,3.38510279675628,43.0743296083732,57.902,39.6892268116169,56.9256933927806,2.03909828116978,45508.4899239193,19.0091654997415,72.0638567230532,32.179,56.896,44.738,52.307,79.247,65.747,63.882600787721,76.423,62.451,4689168.0,11.713,16.749,16.738,31.698,19.252,25.374,5.026,7.284,7.284
2016,DZA,8.53543450091393,18.301,4.48918744897758,31.6114461243423,38.008,27.1222586753647,68.3885538756577,1.98491380727941,57888.9544305695,31.3808814189587,60.0836840801274,7.998,40.592,24.807,16.293,73.072,45.5,21.9565694231191,68.385,42.326,12189762.0,22.831,25.716,26.227,31.624,9.878,20.409,8.408,10.202,10.202
2016,EAP,29.6077811503466,45.5216422523291,3.84051760800039,49.8067706066267,65.781205658086,45.9662526285427,50.193229484794,12.9708618536775,27419.8180018271,27.0656790140964,43.3265397422786,45.7892120541899,55.1471814514246,50.7045058612137,66.6461228186968,81.8844065702554,74.3997242075878,79.2600864625079,76.589822491962,68.5464585624792,1121824790.0,10.7322222018976,,10.319965197016,18.6739283070831,11.5692884948482,14.9419872894045,4.39887534741155,,4.03404292652506
2016,EAR,36.0068147079947,30.7785764297321,2.83024457193284,59.9148380984027,52.0251285174495,57.0845925926497,40.0851626707357,14.1125289139246,26541.8260059399,22.665781572935,41.3274043106266,23.8459480684,49.9237983844841,37.2967376824509,36.5816489146141,79.3081577902116,58.3355494311815,46.8258100289269,76.5714067362114,55.7963816667708,1260098242.0,18.809777698365,,19.4007575991804,39.9333204982421,13.4524715589267,26.2745861498738,6.4276496221588,,6.75915198816922
2016,EAS,26.9067156926227,44.8961358607175,3.8109813449582,46.2046767857258,65.0111615209553,42.3936951081335,53.795323296174,11.8993844511803,34502.298393286,26.831985214286,46.261299093707,45.521759934041,53.948179410892,49.9422515109986,66.5176854789169,81.8873234428322,74.3323429300546,78.7193089507477,75.9341063252241,67.7170774414852,1251737608.0,10.5773520984125,,10.1710190234598,17.7608187877157,11.2150305550181,14.3266925856671,4.33615698091672,,3.99580515839642
2016,ECA,20.8979877839867,32.3372106513898,4.43064132626118,32.8227769960751,51.4339502551724,28.3921366757232,67.1772230217581,7.52037337322172,47800.8610377797,24.352994738853,54.749015431234,31.3488922361012,46.7651880981678,39.1825020257941,51.6072218906786,74.8130985257814,63.0607592673193,66.796431764512,69.0393898843789,56.5780562979194,104988252.0,17.2871243938629,21.9653746661558,17.9633006514629,26.5983178679856,15.0947157273353,20.7529736495265,9.13686400544244,9.15798085629546,9.09229787087035
2016,ECS,8.6204881429971,33.300953741686,3.7050541146749,18.3298155383991,53.5671853817442,14.6247616660601,81.67018371803,2.51834277620939,89003.1582706701,24.5501327602743,66.8293783592781,36.0347912260794,44.7569212166363,40.4978847736154,63.4655937530986,77.7346051453045,70.531113361496,76.698346458192,66.6082853316441,58.284312466293,436363527.0,19.1100525338424,20.4521908051219,19.2864292673128,17.4086021681491,12.733708180655,15.0163888327772,8.08945185891897,8.10143490887674,8.0933160962511
